plate,review_reason_code,customer_meaning,reviewer_comments,status
PHCNSIC,3,FIRST HARLEY CATHY + SIS,FUCKIN' SICK,N
XC 14,2,,14 = GANG NUMBER,N
2 BIG 1S,1,COMPANY NAME,"2 BIG ONES, SEXUAL?",N
4 HOOLIE,2,,HOOLIGAN?,Y
1 OF 13,2,1 OF 13 MADE FROM GM,13 = GANG NUMBER,N
7 NOVASS,3,,NO VAS (VASELINE)?,N
AAA 5188,2,LUCK NUMBER,"88, GANG REFERENCE",Y
ALEC 13,2,MY SON'S NAME AND YEAR OF BIRTH,"13, GANG REFERENCE",N
ANGAD G,2,ANGAD GHUMAN,"G, GANG REFERENCE (Customers name is [redacted])",N
BANDIT J,7D,SMOKEY AND THE BANDIT JAKE,"THE J COULD STAND FOR JOINT, customer's name Kenneth [redacted]",N
BATMAN B,3,MY FAVORITE SUPER HERO AND MY LAST INITIAL.,"THE B COULD STAND FOR BITCH, customer's initials are RCB",N
BEAD 13,2,NICKNAME,"13, GANG REFERENCE",N
BEANSSS,7D OR 1,MY DOG'S NAME IS BEANS.,"BEANS HAS SEVERAL MEANINGS: IT IS ANOTHER NAME FOR THE DRUG ECSTACY AND BEAN IS ALSO ANOTHER WORD FOR THE CLITORIS. BEANSS, BEANS1 already released",Y
BEIN ME,1,I AM ME,"BE IN ME, SEXUAL ",Y
BLKKITN,1,,"KITTEN, COULD BE CONSIDERED SEXUAL",Y
BOHICA2,3,NICKNAME,"""BEND OVER, HERE IT COMES AGAIN"" AN EXPRESSION MEANING YOU ARE GOING TO GET ""FUCKED"" AGAIN BY UPPER SUPERVISORS AND WORK",N
BRAND J,7D,BRAND J,"THE J COULD STAND FOR JOINT, customers name is Jan",Y
BULOCKS,1,NONSENSE,"SIMILAR TO BALLOCKS, SEXUAL ",N
B 889O93,6,BABIES DATES OF BIRTH,LOOK ALIKE,N
CAL1 2O9,2,STATE AND ZIP GREW UP IN,AREA CODE,N
CK13,2,CANNON KING 13,"13, GANG REFERENCE",N
CMPORNG,1,"CAMP ORANGE, NAME OF MY DESERT GROUP CAMP","COME PORN G, LOOKS SEXUAL TO ME ESPECIALLY THE PORN IN THE MIDDLE, IT STANDS OUT",N
COUGZFN,3,BYU COUGAR FAN,"FN CAN STAND FOR FUCKING, COULD BE OFFENSIVE ",Y
DEE ROD1,1,,ROD CAN BE ANOTHER TERM FOR A PENIS,N
DRAKKO1,2,ITS MY DJ NAME AND ALSO MY NICKNAME,"DRAKO CAN BE ANOTHER WORD FOR A GUN, can't find gun reference",Y
DR DUBYA,7D,"DR. ""W"" (DR. WEXLER)","DUB IS A DRUG REFERENCE TO MARIJUANA, customers initials are DBW",Y
DRTY BMR,2,DIRTY BMW,"BMR IS SIMILAR BEANER, DEROGATORY, BMW ON ANI",Y
D62BLUE,2,"DISTRICT 62 BASEBALL UMPIRE (""BLUE"")","BLUE, GANG REFERENCE",Y
D9 GWAG,2,CAR TYPE,"G WAG COULD MEAN GANGSTER WAGON, mercedes UT on ANI",Y
EVILRCF,2,EVIL (FAST) + RCF WHICH IS THE MAKE OF THE CAR.,"EVIL, SOME MAY FIND HOSTILE",Y
EVLXIST,2,THE ENGINE TYPE MY VEHICLE HAS IS AN LX MOTOR MEANING THAT LX IS STILL AN EXISTING POWERFUL MEAN MOTOR,"EVIL, SOME MAY FIND HOSTILE",Y
EXH 1418,2,OUR FIRST INITIAL OF OUR NAMES AND DATE OF OUR BIRTHDAY,"14 AND 18, GANG REFERENCE",Y
FNLVSME,3,FINN LOVES ME,"FN CAN STAND FOR FUCKING, COULD BE OFFENSIVE ",N
GMANROD,1,GIRON MAN RODRIGUEZ,"MAN ROD SOUNDS SEXUAL AS ROD CAN BE ANOTHER WORD FOR A PENIS, customers name is Rodriguez",N
GO HNTN,2,GO HUNTING,"HUNTING, SOME MAY FIND HOSTILE",Y
HELLBCH,3,HELL BITCH,"HELL BITCH, PROFANITY",N
HLBLLYS,2,HILLBILLYS,"HILL BILLYS, SOME MAY TAKE OFFENSE TO IT",N
HO24PB,3,,"HO, PROFANITY",N
IMA LOSR,3,I MADE A HORRIBLE BET THAT I WOULD BEAT A CO-WORKER IN FANTASY FOOTBALL. I LOST. THIS IS MY PUNISHMENT.,SOME MAY FIND IT OFFENSIVE,N
JERRY13,2,NEPHEWS NAME,"13, GANG REFERENCE",N
JJ RED98,2,"JJ -JEREMIAH JOSEPH ""NICKNAME""
RED- HAIR COLOR
98- YEAR HE WAS BORN","RED, GANG REFERENCE",Y
JSRNE13,2,GIVER NAME SHORT CUT OF JESERENE AND MY BIRTH DATE JAN 13,"13, GANG REFERENCE",N
KINKING,1,AS A CHILD FAMILY GAVE ME THE NICKNAME OF KINKING,"LOOKS LIKE KINK KING, COULD BE CONSIDERED SEXUAL",N
LEXO 31O,2,"LEXO=LEXUS, 31O=AREA CODE",AREA CODE,N
LILB 13O,3,LITTLE BOXSTER 130,"LIL B COULD STAND FOR LITTLE BITCH, PROFANITY, 98 Porsche on ANI",N
LUA 88,2,LAST NAME WITH LUCKY 8 NUMBERS,"88, GANG REFERENCE",N
LUKYDVL,2,"MEANS HOW IT READS, LUCKY DEVIL. NO SPECIAL MEANING I JUST LIKE THE SAYING AND SOMETHING I SAY OFTEN.","DEVIL, SOME MAY FIND HOSTILE OR OFFENSIVE",Y
MACS OUT,1,"CAR NAME, I LIKE THE OUTDOORS","MAC IS ANOTHER WORD FOR PIMP, CAN BE TAKEN AS SEXUAL ",Y
MYKITEN,1,FOR MY WIFE,"KITTEN, COULD BE CONSIDERED SEXUAL",Y
MY88 E28,2,MY CAR MODEL,"88, GANG REFERENCE, can't see aNI",N
OG BRD,2,ORIGINAL FIREBIRD,"OG, GANG REFERENCE",N
O7RR7O7,2,GOOD LUCK .,AREA CODE,N
PING 88,2,LUCKY NUMBER COMBINED WITH ENGINE PING,"88, GANG REFERENCE",N
QWN VEE,1,"QUEEN V, VARGAS, NICKNAME","THE VEE COULD STAND FOR VAGINA, name is vargas",Y
RACK,1,FIRST 4 LETTERS OF LASTNAME,"RACK IS ANOTHER TERM FOR BREASTS, customers name is racklin",Y
ROLN 88,7D OR 8,"LAST NAME, VEH YEAR","ROLLIN COULD MEAN ROLLIN ON DRUGS AND 88 COULD BE A GANG REFERENCE, customers name is Rolon has 88 Chevy on ANI",Y
RRRRR 88,2,WANDER FOUL,"88, GANG REFERENCE",N
SCORP88,2,MY HOCKEY TEAM AND NUMBER,"88, GANG REFERENCE",N
SHEREF,4,MY NICKNAME,LAW ENFORCEMENT REFERENCE,N
SPARXXX,1,SPARKS- IM AN ELECTRICIAN,XXX COULD BE CONSIDERED SEXUAL ,N
SS SLOW,1,SS STANDS FOR SUPERSPORT AND SLOW MEANS THAT MY CARS SLOW,"COULD BE ASS SLOW, SEXUAL, cant see ANI ",Y
STABBIN,2,NICKNAME OF MYSELF,COULD BE CONSIDERED HOSTILE,N
SWTCHBX,1,"""SWICTHBOX"": NAME OF NAVAL FIGHTER SQUADRON",BOX COULD BE CONSIDERED SEXUAL,Y
TRD8PRO,3,IT IS A TRD TOYOTA PRO,"TRD IS SIMILAR TO TURD, OBSCENE, Toyota truck on ANI",Y
WNABITE,1,BECAUSE MY CAR IS A VIPER. AND SNAKES BITE.,WANNA BITE SOUNDS SEXUAL TO ME,N
WOOD LYF,1,WOODRUFF LIFE,"WOODRUFF IS THE CUSTOMERS LAST NAME HOWEVER WOOD CAN BE ANOTHER NAME FOR A PENIS, COULD BE CONSIDERED SEXUAL",Y
ZLOWASF,3,COOL NAME,SLOW AS FUCK,N
1REDDOG,2,ONE RED DOG,"RED, GANG REFERENCE",Y
13EVE16,2,DAUGHTERS NAME AND BIRTHDAY,"13, GANG REFERENCE",N
6STOIC9,1,BASED ON THE MEANING OF STOIC. 9 IS MY BIRTHDAY AND IT LOOKS BETTER WHEN 6 IS ON THE OTHER SIDE,"69, SEXUAL REFERENCE",N
6T9RUNR,1,SPECIAL PLATES FOR OUR 1969 PLYMOUTH ROAD RUNNER,"69, SEXUAL REFERENCE, can't see ANI",N
69 LANDY,1,1969 LAND ROVER,"69, SEXUAL REFERENCE, no 69 on ANI",N
69 MICRO ,1,YEAR AND MODEL,"69, SEXUAL REFERENCE, can’t see ANI",N
8 888BBB,6,MY LUCKY NUMBER,ALL THE DIGITS AND NUMBERS LOOK ALIKE,N
13 4 89,2,THIS IS MY STATE OF CA EMPLOYEE NUMBER IN THE FORM OF A CALENDAR DATE.,"13, GANG REFERENCE",N
BRG 42OS,7D,COLOR/MODEL OF THE CAR,"42O, DRUG REFERENCE TO MARIJUNA",N
JSLYTS G,2,JESUS LIGHTS GISSEL,"G, GANG REFERENCE",N
BLUBUNI,2,MY WIFES CAR IS BLUE. HER NICKNAME IS BUNNY,"BLUE, GANG REFERENCE",Y
CHIRIO G,2,FOUNDER OF CHIRIO INC.,"G, GANG REFERENCE",N
COCCOON,2,LIKE A CATERPILLAR,"COON STOOD OUT TO ME, COON IS A DEROGATORY TERM",Y
CUT LUCE,2,CUT LOOSE,CUT COULD BE CONSIDERED HOSTILE,Y
FS 4PLAY,1 OR 3,FERRARI SPIDER FOR PLAY,"FS COULD STAND FOR FUCKS AND 4PLAY IS SIMILAR TO FOREPLAY WHICH COULD BE CONSIDERED SEXUAL, has over 10 cars on ANI and cant see last 5",N
GATE 4U2,2,SLOGAN FOR GATE COMPANY,"YOU, COULD BE CONSIDERED HOSTILE",Y
IDFOXWU,3,SONG & LAST NAME COMBINATION,"I DON’T FUCK WITH YOU, name is palafox",N
KIXXBUT,2,"I WORK MY HARD, WORK MY TAIL OFF",COULD BE CONSIDERED HOSTILE,N
MALO KAT,1,"BAD CAT. THE MODEL OF THE CAR IS A ""DODGE CHARGER HELLCAT""... SO IT IS A CREATIVE PLAY ON THE WORD HELLCAT.","CAT, SEXUAL REFERENCE",Y
MY S13,2,CAR MODEL #,"13, GANG REFERENCE, mercedes on ANI no 13",N
PINKI PI,1,MY DAUGHTER NICKNAME,PINKY AND PIE COULD BOTH BE CONSIDERED SEXUAL,N
SSREDSS,2,"SPORRT SMITH ""RED"" SS (SPORT SEDAN)","RED, GANG REFERENCE, has 2014 chevy and name is smith",Y
TNT 89,2,"TOM AND TINA, YEAR WE WERE MARRIED","TNT, WEAPON REFERENCE",N
YAF95,3,"THE FIRST LETTER FROM MY NAME, MY MIDLLE NAME, AND MY LAST NAME. THE NUMBER OF THE YEAR I WAS BORN. YARA A","THE AF STOOD OUT TO ME, AF USUALLY STANDS FOR AS FUCK, initials are YAF",Y
1 4 DAYS,2,FILM TITLE,"14, GANG REFERENCE",N
MUF KOF,1,MUF IS SHORT FORM OF MY DOG'S NAME MUFFIN AND KOF IS SHORT FORM OF MY OTHER DOG'S NAME KOFFIY,MUF IS ANOTHER WORD FOR VAGINA,N
AAHIL18,2,MY SONS NAME AND THE BIRTH DATE ONLY.,"18, GANG REFERENCE",N
AGRV8TD,2,AGGRAVATED,AGGRAVATED COULD BE CONSIDERED HOSTILE,N
ASIONG,2,NICKNAME GIVEN TO ME SINCE I WAS A KID,"LOOKS LIKE ASIAN G, GANG REFERENCE",N
B BTY 2,1,THIS IS MY SECOND JAGUAR NAMED BLACK BEAUTY,"B BTY COULD STAND FOR BIG BOOTY, SEXUAL ",N
BBYJWLS,1,MY NICKNAME,JEWELS CAN BE ANOTHER NAME FOR TESTICLES,N
BLUBLZZ,1,"I HAVE A JEEP. IT IS BLUE AND VERY SLOW. SO JOKINGLY ITS ""BLUE BLAZE"".","BLUE BALLS, SEXUAL ",N
BOFOS 57,3,BOB IS MY NICKNAME 1957,"SIMILAR TO MOFOS, WHICH IS MOTHER FUCKERS ",N
B33ZY,3,"BEEZY, MY NICKNAME FROM MY FAMILY","BEEZY, ANOTHER WORD FOR BITCH",N
CHEPE5O,5,NICKNAME/ENGINE SIZE,"5O, LAW ENFORCEMENT REFERENCE",N
COLD AF,3,NICKNAME,AF STANDS FOR AS FUCK,N
CONOREA,3,NICKNAME,"SIMILAR TO GONORRHEA, COULD BE CONSIDERED OBSCENE",N
DED DUCK,2,DEAD DUCK (I'M A DUCK HUNTER),"DEAD, COULD BE CONSIDERED HOSTILE",N
DED MIC,2,MICROPHONE THAT DOES NOT WORK PROPERLY.,"DEAD, COULD BE CONSIDERED HOSTILE",N
DROQ666,2,DOGS,"666, SOME MAY FIND OFFENSIVE",Y
DSLNO9,1,"DSL STANDS FOR ""DIESEL"", MY NICKNAME ON MY OUTRIGGER CANOE TEAM. ""NO9"" REFERS TO MY POSITION ON THE TEAM.",DSL CAN STAND FOR DICK SUCKING LIPS,Y
DSRTFXX,3,DESERTFOXX,MOST LIKELY DESERT FOXX BUT THE FXX COULD BE FUCKS,Y
DU88AH,2,MY NAME IS DURRAH,"88, GANG REFERENCE",N
DYNMITE,2,GAMERTAG,WEAPON REFERENCE,N
EIGHTH,7D,IM BORN EIGHTH,COULD BE REFERING TO AN 1/8 OF MARIJUANA,Y
FAF BMW,3,FLASHY AND FABULOUS BMW,FAF COULD STAND FOR FAST AS FUCK OR FRAT AS FUCK,N
FIZZSTK,1,A FAVORITE PRODUCT,FIZZ STICK SOUNDED SEXUAL TO ME,Y
FOR COCO,7D,FOR GRANDMA COCO REST IN PEACE,COCO CAN BE ANOTHER WORD FOR COCAINE,N
FSHNROD,1,FISHING ROD,ROD CAN BE ANOTHER WORD FOR A PENIS,Y
FX MKUP,3,,"""SPECIAL EFFECTS"" MAKEUP BUT FX CAN STAND FOR FUCKS AS WELL",Y
GODGASM,1,SACRED RELATIONSHIPS,GASM CAN BE SEXUAL ,N
G WADHWA,2,IT IS MY NEW SURNAME (RECENTLY MARRIED),"G, GANG REFERENCE",N
KSMY RS,2,MONTHS AWAY FROM PAYING MY CAR OFF I CAN KISS MY CAMARO RS ALL DAY LONG... I'M JUST HAPPY ONE LESS DEBT,"KISS MY ARCE, HOSTILE",N
LVSMOKE,7D,SHORT FOR LOVE AND SMOKE (I LOVE BBQ),"LOVE SMOKE, COULD BE A DRUG REFERENCE",N
MAX ATK,2,MAXIMUM ATTACK IS THE NAME OF MY RACE TEAM. I RACE IN A FORM OF RACING CALLED TIME ATTACK WHERE YOU SEE WHO HAS THE FASTEST LAP,ATTACK COULD BE CONISDERED HOSTILE,N
M GOOCH,1,NAME,GOOCH IS THE AREA BETWEEN A MANS TESTICALS AND ANAS,N
MRK1 TT,1,MODEL OF CAR,"TT, TITTIE, SEXUAL",Y
MY O FD,3,MY OLD FRIEND,FD COULD STAND FOR FUCKED,N
NKR1988,2,"FAMILY FIRST LETTERS (NORAH,KARINE,ROBERT) AND DATE OF BIRTH","NKR SOUNDS SIMILAR TO NIGGER, DEROGATORY TERM",N
OG LEX,2,OLD GUY LEXUS,"OG, GANG REFERENCE",N
PAZSGAS,3,PASSES GAS (IT'S FOR AN ELECTRIC CAR),"PAS GAS, SOME MAY FIND OBSCENE",N
RDUBZZZ,7D,"IT IS FOR MY TRUCK, WE ARE WARRIORS FANS ITS SOUNDS LIKE OUR DUBS, AS IN OUR WARRIORS",DUBS COULD BE A DRUG REFERENCE TO MARIJUANA,Y
RICEBOX,1,CHILDHOOD MEMORIES OF LUNCH BOX. CHINESE,BOX CAN BE ANOTHER WORD FOR VAGINA,N
R2D2 31O,2,STAR WARS CHARACTER,AREA CODE,N
SNOW4US,7D,MOUNTAIN TRIPS,SNOW CAN BE ANOTHER WORD FOR COCAINE,Y
TEKKILA,2,DRINK,MOST LIKELY MEANING TEQUILA BUT IT ALSO IS SIMILAR TO KILA WHICH COULD BE TAKEN AS HOSTILE,N
XCUTTYX,1,MY SON'S NICKNAME IS CUTTY,CUTTY IS ANOHTER WORD FOR SEX,N
1SITH4U,2,THE SITH ARE MY FAVORITE CHARACTERS IN THE MOVIES STAR WARS,"YOU, HOSTILE",N
14CMARO,2,2014 CAMARO,"14, GANG REFERENCE (THERE IS A 14 CHEVY ON FILE)",Y
29BADOG,2 OR 3,I'V I'VE GOT NINE DOGS A AND I LIVE IN TWENTYNINE PALMS,COULD BE BAD AS DOG OR BAD OG,N
4FOXYB,3,FOR FOXY BRENDA,THE B COULD STAND FOR BITCH,N
69OLD98,1,1969 OLDSMOBILE 98,"69, SEXUAL REFERENCE",N
8O5RLTY,2,REAL ESTATE IN THE 805,AREA CODE,Y
8O5 SOLD,2,REAL ESTATE:  IMPLYING I SELL 805 AREA,AREA CODE,Y
86 SNIPE,2,SNIPE IS THE CHARACTERIZATION OF A GROUP  WORKING BELOW DECK IN THE ENGINE ROOM OF A NAVY SHIP,SNIPE COULD BE CONSIDERED HOSTILE,N
MOFOS 1,3,MOTORCYCLISTS ORGANIZED FOR OPTIMAL SUCCESS,MOFOS MEANS MOTHER FUCKERS,N
23 757,6,MY POLICE STAT,ALL DIGITS,Y
SNOQN1,7D,SNOW QUEEN WON. I AM IN THE US SKI HALL OF FAME AND A WORLD CHAMPION SKIER.,"""SNOW QUEEN"" SNOW CAN BE ANTOHER WORD FOR COCAINE",Y
DSNTS1,1,MY NAME INITIALS AND WALNUT COMPANY,"""DEEZ NUTS"" SEXUAL ",N
SUMKAT,1,CAR IS A HELLCAT.  SUM(SOME)CAT(KAT),"CAT, SEXUAL ",Y
13XX,2,THIS WAS THE JOB CODE I WAS UNDER WHILE IN THE MARINE CORPS,"13, GANG REFERENCE",N
UGRWUP,2,UNDER GOD'S RAINBOW WILLIAMS UP,"YOU, HOSTILE",N
JNK 14,2,,"14, GANG REFERENCE (NO 2014 ON FILE)",N
COURT 4U,2,"I AM A LAWYER, ""I GO TO COURT FOR YOU""","YOU, HOSTILE",N
EVL QYN,2,EVIL QUEEN,"EVIL, SOME MAY FIND HOSTILE",Y
JUICE 13,2,KNICKNAME AND FAV NU,"13, GANG REFERENCE",N
UAR2SLO,2,YOU ARE TOO SLOW,"YOU, HOSTILE",N
YMW1688,2,MY LUCKY NUMBER,"88, GANG REFERENCE",Y
4 G SUZ,2,FOR JESUS,"G, GANG REFERENCE",Y
ABS G,2,WORK,STAND ALONE G,Y
ALEX42O,7D,MY NAME AND MY MOM'S BIRTHDAY 20TH APRIL ,420 MARIJUANA REFERENCE,N
ANIME13,2,THE REASON I PUT THIS IS CAUSE I WATCHED ANIME WHEN I WAS YOUNG AND 13 IS MY LUCKY NUMBER,13 = GANG NUMBER,N
A44444A,6,I LIKE,CONFIGURATION,N
A51ODU,2,MY LAST NAME,510 = AREA CODE,N
BALLER5,2,BASKETBALL TEAM NAME,BALLERS MARKED UNACCEPTABLE,N
BIGWQOD,1,THIS IS MY CHILDHOOD NICKNAME,BIGWOOD MARKED UNACCEPTABLE,N
BLWN GT,7D,BLOWN GT,BLOWN,Y
BOBEECH,3,ITS A NICKNAME SINCE I WAS SMALL. ITS ALSO MY USERNAME FOR SOCIAL MEDIA ACCOUNTS(INSTAGRAM @BOBEECH97). GIVE ME A FOLLOW IF YOU LIKE :D,BEECH = BITCH?,N
BOHMER1,2,NICKNAME,BOMBER,N
BRRAAPN,2,MOTORCYCLE NOISE,CAN MEAN SOUND A GUN MAKES,Y
BTTBONE,2,BAD TO THE BONE,BUTT BONE?,N
BUDFOXX,7D,THE MOVIE WALL STREET,BUD,Y
BU 88,2,"BU IS IN REFERENCE TO MY RESIDENCE IN MALIBU.  THE NUMBER EIGHT, FOR CHINESE PEOPLE, PHONETICALLY SOUNDS LIKE THE WORD FOR PROSPERITY, WEALTH AND GOOD FORTUNE",88 = HATE NUMBER,N
B33ATCH,3,"VERY PERSONAL MEANING. BEE, NICKNAME GIVEN BY MY GRANMOTHER. THE LAST 4 LETTERS ARE MY GRANDPARENTS INTIALS WHO HELPED ME BUY THIS CAR.",BITCH,N
B432HO,2,FAMILY,HO,N
CA4O8MH,2,CA WITH AREA CODE AND MH FOR MORGAN HILL- TRYING TO MAKE EASY TO REMEMBER,408 = AREA CODE,N
CHN9ONA,3,AWESOME GIRL,CHINGONA,N
CHOLO79,2,NICK NAME & YEAR OF BIRTH,CHOLO = GANG REFERENCE,N
CLAP BAC,2,TO GIVE A COMPLIMENT BACK IN RETURN,SHOOT BACK,N
COOSHIT,3,TERM USED TO DESCRIBE A COOL ITEM.,SHIT,N
CRPNSTY,2,NICKNAME,CREEP NASTY,N
DIRTI 3O,2,CAR MODEL IS A MODIFIED BMW E30,DIRTY (2006 BMW ON ANI),Y
DLR 1313,2,THIS IS THE ABBREVIATION OF THE DISNEYLAND RESORT AS WELL AS IT'S ADDRESS,13 = GANG NUMBER,N
DVLSWRK,2,DEVILS WORK - DAUGHTERS FAVORITE SONG,DEVILS WORK,Y
EAT UNI,1,"OUR BUSSINESS IS CA URCHIN DIVING THIS IS PROMOTING OTHER TO EAT ""UNI"" WHICH IS A FORM OF SUSHI FROM SEA URCHIN",EAT YOU AND I?,N
E DIRTYY,2,MY BMW 92 325I IS KNOW AS A E30 AND ETHIRTY IS TAKEN AND I WOULD LIKE TO GET THIS BETTER IT MEANS ALOT TO ME AND MY CAR THANK YOU,DIRTY (NO BMW ON ANI),N
EL CACHI,3,CHILDHOOD NICKNAME,WELSH TERM FOR SHIT (UD),Y
FBG WGR,2,FROM THE QUEEN SONG - FAT BOTTOM GIRLS MAKE THE WORLD GO AROUND. FOR USE ON A WIDE BODY PORSCHE,FBG = FAT BOTTOM GIRLS,N
FG2 R18,2,BODY TYPE AND ENGINE CODE OF 2008 CIVIC,18 = GANG NUMBER,N
FTWO365,3,"FULL THROTTLE,  WIDE OPEN 365 D A Y",FTW = FUCK THE WORLD,N
GERA2O9,2,GERARDO IS MY NAME 209 IS MY AREA CODE,209 = AREA CODE,N
GLOCK45,2,MY  FAVORITE GUN MANUFACTURER AND CALIBER,GUN,N
G NATION,2,"THE G REPRESENTS THE MODEL OF MY CAR. IT IS A G35 INFINITY. THE NATION JUST SAYS WHAT IT MEANS, HOW PROUD I AM TO OWN THIS CAR",STAND ALONE G,N
GOZ HARD,1,"GO ""Z"" HARD",SEXUAL?,N
G ROSE,2,NICKNAME,STAND ALONE G,N
GUN OIL,2,LUBRICATING OIL FOR MASSAGE BRAND,GUN,N
HERON,7D,TYPE OF BIRD,SLANG FOR HEROIN,N
HE77KTY,3,"MY HUSBANDS FAVORITE YEAR CAR, AND MY NICKNAME ABREVIATED.",HELLKTY MARKED UNACCEPTABLE,N
HGLS818,2,"HG IS MY NICK NAME, LS JUST RANDOMLY PICK, 818 ARE MY FAVORIATE NUMBERS",818 = AREA CODE,N
HOONGRL,2,"HOONING IS A SLANG TERM FOR A TYPE OF PROFESSIONAL DRIVING I TEACH, DRIFTING. I'M FEMALE, SO I'D LIKE A SHORT VERSION OF ""HOON GIRL"" ON MY PLATE.",STREET RACING TERM,Y
HORYCHT,3,CHILDHOOD NICK NAME,HOLY SHIT,N
HUMPYS,1,LAST NAME: HUMPHREYS NICKNAME: HUMPY/HUMPS,SEXUAL?,N
ICRUSHU,1,I OWN AN ORANGE COLORED CAR ( ORANGE CRUSH),SEXUAL?,N
J ARMED,2,FABRACTION,ARMED,N
JAYZCAT,1,JAY'S HELLCAT,CAT (NO DODGE ON ANI),Y
JBLADES,2,FIRST INTITAL AND LAST NAME,BLADES,N
JOESPKG,1,MY NAME,JOES PACKAGE,N
KAIJU88,2,KAIJU IS THE NAME OF MY DOG.,88 = HATE NUMBER,N
KAZE 51,2,NAME,KAMIKAZE,N
KILR B S,2,I'M A PITTSBURGH STEELERS FAN. THEY ARE ALSO KNOWN AS THE KILLER BEES,KILLER,N
LFSTRN G,2,LIFESTRONG PERSONAL COMPANY NAME,STAND ALONE G,N
LHTEMUP,2,LIGHT THEM UP: TRACK RACING REFERNECE,ORDER TO START FIRING,N
LILDRTY,2,THE NAME OF MY OFF ROAD TRUCK,DIRTY,Y
LIMON 5O,5,LAST NAME AND FAVORITE NUMBER,5O,Y
LIPLOVE,1,LOVE TO TALK,SEXUAL?,N
LOL1POP,1,NICKNAME AND ONGOING JOKE,LOLIPOP MARKED UNACCEPTABLE,N
MCN KAOS,2,MAKING CHAOS.,MEANING,Y
MINDTRP,7D,MINDTRAP,MIND TRIP?,Y
MRTNTO9,2,TERRENCE BROUSSARD,TNT,N
MS PINX,1,NICKNAME,PINK,N
MVBATCH,3,FAMILY NICKNAME,MOVE BITCH,N
M5158,6,M-LAST NAME INITIAL 51-MY BIRTH YEAR 58-WIFES BIRTH YEAR,LOOK ALIKE?,Y
NSTIWMN,1,DESCRIPTION OF SELF,NASTY WOMAN,N
N6 GEN3,2,ONE OF MY FAVORITE RIFLE MODELS,RIFLE,N
OG BUGY,2,THE NAME OF THE CAR.,OG,N
OKTAPUS,1,"WE LOVE OCTOPUSSES, AND IT'S A MODIFIED VERSION OF THAT",SEXUAL?,N
OMWTFSU,3,NAMES OF PEOPLE THAT SUPPORT ME IN MY LIFE,ON MY WAY TO FUCK SHIT UP,N
OMWTFUG,3,FAVORITE JOB MY DAD USED TO WORK FOR CALLED OBJECT MANAGEMENT WORKBENCH COMPUTING COMPANY. AND FUG IS AN INSIDE JOKE MY GF AND I HAVE. MEANS WARM AND SMOKY ROOM,ON MY WAY TO FUCK YOUR GIRL,N
OMW2PYB,3,NO MEANING,ON MY WAY TO PULL YOUR BITCH,N
POL 13,2,NAME / DAY OF BIRTH,13 = GANG NUMBER,N
PRIETO6,2,NICK NAME,SPANISH SLANG TO DESCRIBE SOMEONE WHO IS DARK OR AFRICAN AMERICAN (UD),N
RAYSEUP,2,RAISE UP,"RAISE UP, HOSTILE",N
RAYZ 69,2,I OWN A 1969 VEHICLE.,FOR 69 (1969 CHEVY ON ANI),Y
RLLNDRG,7D,"MY TWO KIDS TODDLER NICKNAMES: DAUGHTER MIA WAS ALWAYS RUNNING OR ""ROLLIN""(RLLN)EVERYWHERE, AND MY SON WAS FIESTY LIKE A DRAGON(DRG)",ROLLIN' DRUG?,N
RUKILLS,2,"RUKILLOS,FOR RUKILLOS CAR CLUB. SPANISH FOR OLDIES",KILLS,N
SHH8K IT,2,SHAKE IT,SHAKE IT,N
SHT SHW,3,SUPER HOT TRUCK SHOW,SHIT SHOW,N
SIM14IS,2,SIM IS MY NICKNAME AND 14IS IS THE YEAR AND MODEL OF MY CAR,14 = GANG NUMBER (2014 BMW ON ANI),Y
SLAYNIT,2,GETTING THINGS DONE,SLAY,N
SMASH X,1,NICKNAME,"SMASH, HOSTILE/SEXUAL",N
SMASH 4U,1,I'M A BUSINESS OWNER THAT PROVIDES A SERVICE THAT SMASHES TRASH IN OPEN TOP CONTAINERS.  WWW.SMASHITSERVICES.COM,"SMASH, HOSTILE/SEXUAL",N
SMKN EVO,7D,THIS PLATE MEANS THE INITIALS OF THE FIRST LETTER OF EACH OF MY CHILDREN AND FAMILY.,SMOKIN',N
SW CHEEK,1,SWEET CHEEK IS MY NICK NAME,"SWEET CHEEKS, SEXUAL?",N
SWORD 5,2,"COMPANY NAME: SWORD INDUSTRIES, LLC",WEAPON,N
TBONE18,2,MY NICKNAME HAS BEEN TBONE SINCE I WAS 18,18 = GANG NUMBER,N
TBS,3,CITY NAME,TECH BITCH SYNDROME? (UD),Y
TM CHOMP,1,TEAM CHOMP,CHOMP,Y
TOP1GUN,2,"I LOVE THE MOVIE ""TOP GUN"".",GUN,N
VACH OO7,1,VATCHE 007,"VACH, SEXUAL?",Y
WAS LIT,7D,A PHRASE MY GRANDFATHER USED TO SAY.THANK YOU FOR ASKING.,LIT CAN MEAN HIGH OR DRUNK,N
WHS13,2,TV SHOW,13 = GANG NUMBER,N
W98888N,2,BEING GOOD,88 = HATE NUMBER,N
XIII 23,2,XII = KING 23 = JORDAN NO,13 = GANG NUMBER,N
YODA916,2,YODA FROM STAR WARS 916 I LIVE IN THIS ZIP CODE,916 = AREA CODE,N
1SLWSNK,1,ONE SLOW SNAKE,SEXUAL?,Y
